,,,,,,,,,,,,,,Alt text for submission,"Optional long description or review note for complex figures, diagrams, or charts"
ALT-0095,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,385,P01-4,Figure P01-4,Figure P01-4,docs/images/part14/p01/Xu-Project01-Fig04.svg,yes,900x503,svg,"MinHash + LSH Deduplication Approach showing Text → Compact signature, Avoid: all-pairs comparison, Instead: candidate-based comparison via LSH buckets, Remove duplicates, Keep representative samples, Deduplicated Data.","The figure expands MinHash + LSH Deduplication Approach into labeled components: Text → Compact signature, Avoid: all-pairs comparison, Instead: candidate-based comparison via LSH buckets, Remove duplicates, Keep representative samples, Deduplicated Data, LSH Buckets, Compare only within buckets, MinHash Signatures, Page D, Page C, Page B, Page A, Similar Web Pages (Input). Additional labels include Signature Compression (MinHash), Candidate Bucketing (LSH), Deduplicated (Output), MinHash + LSH Deduplication Pipeline, Bucket A, Bucket B, Bucket C."
ALT-0096,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,480,P01-5,Figure P01-5,Figure P01-5,docs/images/part14/p01/Xu-Project01-Fig05.svg,yes,900x503,svg,"Language Splitting and Branch Processing showing Unified Text Stream, Language-aware filtering, Language Identification, Classifier AI model, FastText (lid.176.ftz), Core Module.","The figure expands Language Splitting and Branch Processing into labeled components: Unified Text Stream, Language-aware filtering, Language Identification, Classifier AI model, FastText (lid.176.ftz), Core Module, Language Split and Branching Pipeline, Optional pipeline, English pipeline, Chinese pipeline, Other languages, Quality Filtering (language-specific) minimal filtering or discard, Quality Filtering (language-specific) fewer rules, Quality Filtering (language-specific) richer rules. Additional labels include 3-way branch with per-language, Different rules per language, Plug-in pipeline design, Deduplicated text stream, lang = f(text), others."
ALT-0097,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,515,P01-6,Figure P01-6,Figure P01-6,docs/images/part14/p01/Xu-Project01-Fig06.svg,yes,960.12ptx540pt,svg,"Quality filtering decision illustration showing how Mini-C4 screens superficially valid web text for training suitability using information density, repetition, language quality, and perplexity-style quality gates.","The figure presents the quality-filtering gate after cleaning, deduplication, and language splitting. It distinguishes pages that merely look like text from samples that are useful for training, emphasizing table-of-contents pages, low-information text, repetition, fragmented language, machine-translation residue, and poor grammatical naturalness as rejection patterns."
ALT-0098,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,577,P01-7,Figure P01-7,Figure P01-7,docs/images/part14/p01/Xu-Project01-Fig07.svg,yes,900x503,svg,"Three-Round Experimental Iteration Path showing Pipeline works, Noise reduced, Training-ready data, Output visualization, Low-information pages, Low-cost information pages.","The figure expands Three-Round Experimental Iteration Path into labeled components: Pipeline works, Noise reduced, Training-ready data, Output visualization, Low-information pages, Low-cost information pages, Support low pages, <html> <head> <title>Principles of Large Language Model Pre-training </title> </head> <body> Large language models learn general language patterns from The pre-training objective </body> </html>, <html> <head> <title>What Is Retrieval- Augmented Generation</title> </head> <body> Retrieval-Augmented Generation oblem of large models, allowing </body> </html>, Directory pages, Complete page, Template content, <div class=""nav"">Home | About | Contact | Login</div> <div class=""footer"">©2026 All Rights Reserved</div> | About | Contact | Login</div> <div class=""footer"">©2026 All Rights Reserved</div>, Device content. Additional labels include Code fragments, Rinuit."
ALT-0099,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,694,P01-8,Figure P01-8,Figure P01-8,docs/images/part14/p01/Xu-Project01-Fig08.svg,yes,1800x1005,svg,"Mini-C4 filtering funnel showing major rejection categories such as short text, high symbol density, blacklist hits, mirror sites, template pages, reposted content, high perplexity, mixed language, HTML parsing failures, and empty content.","The funnel shows how raw candidate pages are progressively removed for low value or unsafe training characteristics. Short text dominates the removals, while other branches identify noisy templates, duplicates or reposts, mirror pages, language mixing, and parsing failures before the remaining samples become training-ready data."
ALT-0100,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,741,P01-9,Figure P01-9,Figure P01-9,docs/images/part14/p01/Xu-Project01-Fig09.svg,yes,960.12ptx540pt,svg,"Resource and cost breakdown for the Mini-C4 pipeline, summarizing storage, compute, processing time, and human review considerations behind corpus construction.","The figure summarizes the resource-accounting view of the Mini-C4 project. It connects storage footprint, compute and pipeline execution, validation effort, and human review cost so that the dataset can be evaluated as an engineering artifact rather than only as an output corpus."
ALT-0101,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,772,P01-10,Figure P01-10,Figure P01-10,docs/images/part14/p01/Xu-Project01-Fig10.svg,yes,1024x1024,svg,"Project Validation Loop showing the main sequence and control points from Evaluation Manifest, evaluation report metrics, Consistency & Reproducibility or End-to-end Validation, metrics consistency, file integrity.","The figure expands Project Validation Loop into labeled components: Evaluation Manifest, evaluation report metrics, Consistency & Reproducibility or End-to-end Validation, metrics consistency, file integrity, Data Artifacts, Validation Checks, data pipeline scripts dedup /filtering, Scripts, train.jsonl val.jsonl smoke_test.jsonl, consistency checks validation scripts, no duplicates, no data leakage, Training Manifest. Additional labels include training_manifest.json dataset index /configuration, Validation Loop of the Data Pipeline. Read left to right or around the loop as a data-engineering process, with upstream artifacts transformed, validated, and packaged for downstream training or governance use."
ALT-0102,en,Part 14: Practical Projects,P01,Project 1: Building a Distributed Mini-C4 Data Pipeline with Ray,docs/en/part14/p01_mini_c4.md,895,P01-11,Figure P01-11,Figure P01-11,docs/images/part14/p01/Xu-Project01-Fig11.svg,yes,900x503,svg,"Mini-C4 Engineering Methodology Summary showing Validation Loop, Stage, Interpretability, End-to-end, Pipeline, Build → Understand → Validate → Measure → Scale.",
ALT-0103,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,170,P02-1,Figure P02-1,Figure P02-1,docs/images/part14/p02/Xu-Project02-Fig01.svg,yes,900x503,svg,"Legal-Domain SFT Data Factory Overview showing Legal PDF, Cleaning &, Chunking, Task, Routing, Instruction.","The figure expands Legal-Domain SFT Data Factory Overview into labeled components: Legal PDF, Cleaning &, Chunking, Task, Routing, Instruction, Generation, QA /, Preference, Risk, Refusal, Training, Packaging, Validation. Additional labels include Report, Legal PDFs, (raw data), Input, knowledge → supervision → production, Output, manifest.json, train.jsonl."
ALT-0104,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,248,P02-2,Figure P02-2,Figure P02-2,docs/images/part14/p02/Xu-Project02-Fig02.svg,yes,900x503,svg,"Legal SFT Data Factory Role Assignment Diagram showing Roles and Responsibilities in Legal SFT Data Factory, Seed Processing, Supervision Construction, QA & Delivery, define task, boundaries.",
ALT-0105,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,367,P02-3,Figure P02-3,Figure P02-3,docs/images/part14/p02/Xu-Project02-Fig03.svg,yes,900x503,svg,"Legal PDF Intelligent Cleaning Pipeline Diagram showing the main sequence and control points from PDF Cleaning Pipeline for Legal Text, Raw PDF Text (noisy), Parsed text from legal document, Headers and Footers, T: Lorem ipsum dolor sit amet, Consectetur of Prarnhooss, the requirement of the mia/aostrator anta repaution legal markerrogramments.","The figure expands Legal PDF Intelligent Cleaning Pipeline Diagram into labeled components: PDF Cleaning Pipeline for Legal Text, Raw PDF Text (noisy), Parsed text from legal document, Headers and Footers, T: Lorem ipsum dolor sit amet, Consectetur of Prarnhooss, the requirement of the mia/aostrator anta repaution legal markerrogramments, Watermark noise, Crop header/footer, Cleaning Steps, Cleaned Text, Remove inline page numbers, Fix Chinese spacing, Normalize text, The corr ipsum dolor sit amet, slaaid the ownmeshio of brarnhooes and resouveres of the marnotement anta sntranr legal markenogramments, The staterment require must irsenlately contains, headers that bosh preruptend and bontiat as cationairas prose, scanciping and position disponse, monitors and developments. Additional labels include Watermark noise trumṣlisses the document ossapabled by amdhatof a set interacting."
ALT-0106,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,370,P02-4,Figure P02-4,Figure P02-4,docs/images/part14/p02/Xu-Project02-Fig04.svg,yes,900x672,svg,"Examples of Embedded Page Number Removal and Chinese Word-Break Repair showing Cleaning Examples: Page Numbers and Chinese Spacing Fix, Inline Page Number Removal, 责任。, Before, After, 当事人.",
ALT-0107,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,419,P02-5,Figure P02-5,Figure P02-5,docs/images/part14/p02/Xu-Project02-Fig05.svg,yes,900x503,svg,"Legal Seed Sample Schema Diagram showing traceable, auditable, Seed Schema Card, One structured sample, Structured Legal Seed Schema and Downstream Flow, train.jsonl.","The figure expands Legal Seed Sample Schema Diagram into labeled components: traceable, auditable, Seed Schema Card, One structured sample, Structured Legal Seed Schema and Downstream Flow, train.jsonl, val.jsonl, Transform schema into training dataset, schema-driven pipeline, Positive vs negative samples, Preference Construction, Generate multiple outputs per seed, version control, QA / Traceability. Additional labels include Source tracking, Error localization, Highlight traceable fields, routing, safety filtering, Task Generation, Prompt templates, Self-Instruct. The layout emphasizes structural relationships among layers, interfaces, artifacts, and governance or validation boundaries."
ALT-0108,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,475,P02-6,Figure P02-6,Figure P02-6,docs/images/part14/p02/Xu-Project02-Fig06.svg,yes,900x503,svg,"Legal Task Taxonomy Stratification Diagram showing Different tasks → different capabilities, Avoid single-task dominance, QA → user interaction capability, Explanation → legal knowledge articulation, Analysis → reasoning capability, Only explanation → model becomes a repeater.",
ALT-0109,en,Part 14: Practical Projects,P02,Project 2: Vertical-domain Expert SFT for Law,docs/en/part14/p02_legal_sft.md,502,P02-7,Figure P02-7,Figure P02-7,docs/images/part14/p02/Xu-Project02-Fig07.svg,yes,900x503,svg,"Task and domain distribution chart for legal SFT data, contrasting balanced task types with imbalanced legal-domain coverage across civil law, criminal law, company law, civil procedure, and labor law.","The left side communicates a balanced task mix across legal QA, statute explanation, and case analysis. The right side shows that domain coverage remains uneven, with larger civil-law coverage and smaller slices for criminal law, company law, civil procedure, and labor law, highlighting a bias risk in legal SFT data."
